date,account,category,amount,currency,converted amount,currency,description
11/08/2025,ARQ,Viajes,"-62,500",COP,"-62,500",COP,Comida Berlin 12.5 euros
11/08/2025,ARQ,Viajes,"-332,500",COP,"-332,500",COP,Almuerzo Berlin 66.5 euros
11/08/2025,ARQ,Viajes,"-64,000",COP,"-64,000",COP,Cosas para estadía Berlin 12.8 euros
11/08/2025,ARQ,Viajes,"-52,500",COP,"-52,500",COP,Gaseosas muro de Berlín 10.5 euros
11/08/2025,ARQ,Viajes,"-20,600",COP,"-20,600",COP,Dulces para leidy en Berlín 4.12 euros
12/08/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-29,900",COP,"-29,900",COP,Netflix
12/08/2025,ARQ,Viajes,"-311,500",COP,"-311,500",COP,Desayuno café en Berlín 62.30 euros
12/08/2025,ARQ,Viajes,"-99,500",COP,"-99,500",COP,Almuerzo pizza zoológico Berlín 19.90 euros
12/08/2025,ARQ,Viajes,"-219,900",COP,"-219,900",COP,Uber de hotel garner a aeropuerto terminal 1 en Berlín 43.98 euros
14/08/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-21,400",COP,"-21,400",COP,Spotify
14/08/2025,Tarjeta crédito rappi,Casa,"-705,000",COP,"-705,000",COP,Cosas para nacimiento de Matías
14/08/2025,Tarjeta crédito rappi,Restaurante,"-22,000",COP,"-22,000",COP,Hamburguesas de res rapidogs
14/08/2025,Tarjeta crédito rappi,Restaurante,"-19,600",COP,"-19,600",COP,Churrasco con papas
14/08/2025,Tarjeta crédito rappi,Taxi,"-10,545",COP,"-10,545",COP,Didi de mi casa a casa leidy
14/08/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-241,694.11",COP,"-241,694.11",COP,Pago tarjeta de crédito RappiCard
14/08/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"241,694.11",COP,"241,694.11",COP,Pago tarjeta de crédito RappiCard
15/08/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-32,900",COP,"-32,900",COP,HBO Max
15/08/2025,Bancolombia,Facturas,"-7,128.4",COP,"-7,128.4",COP,Cuota manejo tarjeta débito con impuesto 4x1000
16/08/2025,Nequi,Casa,"-520,000",COP,"-520,000",COP,Reparación lavadora
16/08/2025,Bancolombia,Facturas,"-170,680",COP,"-170,680",COP,Impuesto de renta Dian 2024 mas impuesto 4x1000
16/08/2025,Bancolombia,Facturas,"-180,720",COP,"-180,720",COP,honorarios anita por declaración de renta mas impuesto 4x1000
16/08/2025,Tarjeta crédito rappi,Restaurante,"-28,900",COP,"-28,900",COP,4 presas frisby almuerzo
16/08/2025,Ualá,Comida,"-850,179",COP,"-850,179",COP,Mercado OR
16/08/2025,Rappi cuenta,To 'Ualá',"-418,645",COP,"-418,645",COP,Transferencia a ualá
16/08/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-811,445",COP,"-811,445",COP,Pago tarjeta de crédito RappiCard
16/08/2025,Rappi cuenta,To 'Nequi',"-440,000",COP,"-440,000",COP,Transferencia a nequi disponible
16/08/2025,Rappi cuenta,To 'Bancolombia',"-170,680",COP,"-170,680",COP,Transferencia a bancolombia
16/08/2025,Rappi cuenta,To 'Bancolombia',"-180,720",COP,"-180,720",COP,Transferencia a bancolombia
16/08/2025,Rappi cuenta,To 'Ualá',"-850,179",COP,"-850,179",COP,Transferencia a ualá
16/08/2025,Ualá,From 'Rappi cuenta',"418,645",COP,"418,645",COP,Transferencia a ualá
16/08/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"811,445",COP,"811,445",COP,Pago tarjeta de crédito RappiCard
16/08/2025,Nequi,From 'Rappi cuenta',"440,000",COP,"440,000",COP,Transferencia a nequi disponible
16/08/2025,Bancolombia,From 'Rappi cuenta',"170,680",COP,"170,680",COP,Transferencia a bancolombia
16/08/2025,Bancolombia,From 'Rappi cuenta',"180,720",COP,"180,720",COP,Transferencia a bancolombia
16/08/2025,Ualá,From 'Rappi cuenta',"850,179",COP,"850,179",COP,Transferencia a ualá
17/08/2025,Rappi cuenta,Cine,"-41,000",COP,"-41,000",COP,Boletas película los 4 fantásticos procinal CC fabricato
17/08/2025,Nequi,Casa,"-250,000",COP,"-250,000",COP,Retiro efectivo
17/08/2025,Tarjeta crédito rappi,Taxi,"-12,100",COP,"-12,100",COP,Didi de casa leidy a CC fabricato
17/08/2025,Tarjeta crédito rappi,Casa,"-150,832",COP,"-150,832",COP,Cosas para Matías y para la casa éxito CC fabricato
17/08/2025,Tarjeta crédito rappi,Cine,"-68,800",COP,"-68,800",COP,Comida procinal CC fabricato película los 4 fantásticos
17/08/2025,Tarjeta crédito rappi,Taxi,"-12,671",COP,"-12,671",COP,Uber de CC fabricato a casa leidy
17/08/2025,Tarjeta crédito rappi,Taxi,"-6,285",COP,"-6,285",COP,Uber de CC fabricato a mi casa
17/08/2025,Tarjeta crédito rappi,Depósitos,"59,083.99",COP,"59,083.99",COP,Ajuste devolución esim holafly
17/08/2025,Rappi cuenta,To 'Ualá',"-10,000",COP,"-10,000",COP,Transferencia a ualá
17/08/2025,Rappi cuenta,To 'Nequi',"-250,000",COP,"-250,000",COP,Transferencia a nequi disponible
17/08/2025,Ualá,From 'Rappi cuenta',"10,000",COP,"10,000",COP,Transferencia a ualá
17/08/2025,Nequi,From 'Rappi cuenta',"250,000",COP,"250,000",COP,Transferencia a nequi disponible
18/08/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-36,900",COP,"-36,900",COP,Disney+
19/08/2025,Tarjeta crédito rappi,Restaurante,"-25,900",COP,"-25,900",COP,Frisby tradicional almuerzo
19/08/2025,Tarjeta crédito rappi,Facturas,-736.49,COP,-736.49,COP,Ajuste rappi card 4x1000
19/08/2025,Nequi,Cosméticos y belleza,"-70,000",COP,"-70,000",COP,"Motilado, cabello mamá y uñas"
19/08/2025,Rappi cuenta,To 'Nequi',"-70,000",COP,"-70,000",COP,Transferencia a nequi disponible
19/08/2025,Nequi,From 'Rappi cuenta',"70,000",COP,"70,000",COP,Transferencia a nequi disponible
21/08/2025,Ualá,Comida,"-110,332",COP,"-110,332",COP,Carne mercado or
21/08/2025,Tarjeta crédito rappi,Taxi,"-18,601",COP,"-18,601",COP,Uber de mi casa a apartamento papá
22/08/2025,Tarjeta crédito rappi,Facturas,"-241,920",COP,"-241,920",COP,Pago plan premium anual de datacredito
22/08/2025,Fiducuenta,Ahorros,"381,527.41",COP,"381,527.41",COP,Subió inversión
22/08/2025,Multinversion,Ahorros,"177,469.24",COP,"177,469.24",COP,Subió inversión
22/08/2025,Cuenta leidy bancolombia prestamos,Depósitos,"375,000",COP,"375,000",COP,Devolución cuota por reparación techo edificio
22/08/2025,Rappi cuenta,To 'Ualá',"-110,332",COP,"-110,332",COP,Transferencia a ualá
22/08/2025,Ualá,From 'Rappi cuenta',"110,332",COP,"110,332",COP,Transferencia a ualá
23/08/2025,Tarjeta crédito rappi,Restaurante,"-28,300",COP,"-28,300",COP,Frisby tradicional almuerzo
23/08/2025,Tarjeta crédito rappi,Restaurante,"-21,450",COP,"-21,450",COP,Salchipapas
24/08/2025,Tarjeta crédito rappi,Restaurante,"-22,000",COP,"-22,000",COP,Hamburguesas de res rapidogs
25/08/2025,Fiducuenta,Ahorros,"76,429.14",COP,"76,429.14",COP,Subió inversión
25/08/2025,Multinversion,Ahorros,"29,471.88",COP,"29,471.88",COP,Subió inversión
26/08/2025,Fiducuenta,Ahorros,"26,532.84",COP,"26,532.84",COP,Subió inversión
26/08/2025,Multinversion,Ahorros,"28,248.54",COP,"28,248.54",COP,Subió inversión
26/08/2025,Ualá,Comida,"-126,623",COP,"-126,623",COP,Cosas para la casa mercado or
26/08/2025,Ualá,Casa,"-122,960",COP,"-122,960",COP,Cosas para la casa éxito bello
26/08/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-616,311.5",COP,"-616,311.5",COP,Pago tarjeta de crédito RappiCard
26/08/2025,Rappi cuenta,To 'Ualá',"-126,623",COP,"-126,623",COP,Transferencia a ualá
26/08/2025,Rappi cuenta,To 'Ualá',"-122,960",COP,"-122,960",COP,Transferencia a ualá
26/08/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"616,311.5",COP,"616,311.5",COP,Pago tarjeta de crédito RappiCard
26/08/2025,Ualá,From 'Rappi cuenta',"126,623",COP,"126,623",COP,Transferencia a ualá
26/08/2025,Ualá,From 'Rappi cuenta',"122,960",COP,"122,960",COP,Transferencia a ualá
27/08/2025,Fiducuenta,Ahorros,"35,038.63",COP,"35,038.63",COP,Subió inversión
27/08/2025,Multinversion,Ahorros,"24,118.85",COP,"24,118.85",COP,Subió inversión
27/08/2025,Ualá,Casa,"-443,000",COP,"-443,000",COP,Nochero para mamá de jamar
27/08/2025,Rappi cuenta,To 'Ualá',"-443,000",COP,"-443,000",COP,Transferencia a ualá
27/08/2025,Ualá,From 'Rappi cuenta',"443,000",COP,"443,000",COP,Transferencia a ualá
28/08/2025,Bancolombia,Taxi,"-16,566",COP,"-16,566",COP,Didi para cita médica papá mas impuesto 4x1000
28/08/2025,Tarjeta crédito rappi,Videojuegos,"-5,980",COP,"-5,980",COP,Videojuego prince of persia en steam
29/08/2025,Rappi cuenta,Salario,"16,110,503",COP,"16,110,503",COP,Pago nomina nearsure
29/08/2025,Rappi cuenta,Depósitos,"283,638",COP,"283,638",COP,Viáticos para together and tour Medellín de nearsure
29/08/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-5,980",COP,"-5,980",COP,Pago tarjeta de crédito RappiCard
29/08/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"5,980",COP,"5,980",COP,Pago tarjeta de crédito RappiCard
30/08/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-18,900",COP,"-18,900",COP,Didi Club
30/08/2025,Tarjeta crédito rappi,Comida,"-65,823",COP,"-65,823",COP,"Huevos, arepas, salchichas, cuajada y agua del éxito niquia"
30/08/2025,Tarjeta crédito rappi,Restaurante,"-28,300",COP,"-28,300",COP,Frisby tradicional regalo de cumpleaños tía Gloria
30/08/2025,Tarjeta crédito rappi,Taxi,"-23,400",COP,"-23,400",COP,Didi de casa leidy a mi casa y CC puerta del norte
30/08/2025,Tarjeta crédito rappi,Restaurante,"-194,154",COP,"-194,154",COP,Almuerzo con papá de leidy en ilforno CC puerta del norte
30/08/2025,Tarjeta crédito rappi,Taxi,"-10,094",COP,"-10,094",COP,Didi de CC puerta del norte a mi casa
30/08/2025,Tarjeta crédito rappi,Casa,"-105,000",COP,"-105,000",COP,Colchón para cuna de Matías y baberos
30/08/2025,Tarjeta crédito rappi,Restaurante,"-34,390",COP,"-34,390",COP,Hamburguesas rappidogs
30/08/2025,Tarjeta crédito rappi,Taxi,"-20,800",COP,"-20,800",COP,Didi de mi casa a casa leidy
31/08/2025,Tarjeta crédito rappi,Celulares,"-41,400",COP,"-41,400",COP,Claro datos celular mamá
31/08/2025,Tarjeta crédito rappi,Celulares,"-39,200",COP,"-39,200",COP,Claro datos celular mío
01/09/2025,Tarjeta crédito rappi,Salud,"-66,700",COP,"-66,700",COP,Emi mamá
02/09/2025,Fiducuenta,Ahorros,"117,988.54",COP,"117,988.54",COP,Subió inversión
02/09/2025,Multinversion,Ahorros,"39,761.95",COP,"39,761.95",COP,Subió inversión
02/09/2025,Ualá,Comida,"-114,861",COP,"-114,861",COP,Cosas para la casa mercado or
02/09/2025,Ualá,Casa,"-57,970",COP,"-57,970",COP,Cobijas para Sam y Leidy
02/09/2025,Tarjeta crédito rappi,Taxi,"-18,400",COP,"-18,400",COP,Didi de casa leidy a mi casa
02/09/2025,Tarjeta crédito rappi,Restaurante,"-17,400",COP,"-17,400",COP,Hamburguesa burger king
02/09/2025,Tarjeta crédito rappi,Taxi,"-12,900",COP,"-12,900",COP,Didi de mi casa a casa leidy
02/09/2025,Rappi cuenta,To 'Ualá',"-114,861",COP,"-114,861",COP,Transferencia a ualá
02/09/2025,Rappi cuenta,To 'Ualá',"-57,970",COP,"-57,970",COP,Transferencia a ualá
02/09/2025,Ualá,From 'Rappi cuenta',"114,861",COP,"114,861",COP,Transferencia a ualá
02/09/2025,Ualá,From 'Rappi cuenta',"57,970",COP,"57,970",COP,Transferencia a ualá
03/09/2025,Tarjeta crédito rappi,Facturas,-23.92,COP,-23.92,COP,Ajuste rappi card 4x1000
04/09/2025,Tarjeta crédito rappi,Restaurante,"-17,900",COP,"-17,900",COP,Hamburguesa KFC
04/09/2025,Tarjeta crédito rappi,Taxi,"-77,595",COP,"-77,595",COP,Uber comfort con plata de la empresa de mi casa a la oficina
04/09/2025,Tarjeta crédito rappi,Taxi,"-58,335",COP,"-58,335",COP,Uber de oficina ayura center a mi casa
05/09/2025,Tarjeta crédito rappi,Taxi,"-30,685",COP,"-30,685",COP,Didi de mi casa a oficina ayura center
05/09/2025,Tarjeta crédito rappi,Restaurante,"-71,456",COP,"-71,456",COP,Almuerzo con nearsure la vocaderia
05/09/2025,Tarjeta crédito rappi,Taxi,"-39,083",COP,"-39,083",COP,
05/09/2025,Tarjeta crédito rappi,Restaurante,"-37,416",COP,"-37,416",COP,Chuzo de cerdo y hamburguesa de los verdes
05/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-792,379.92",COP,"-792,379.92",COP,Pago tarjeta de crédito RappiCard
05/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-58,335",COP,"-58,335",COP,Pago tarjeta de crédito RappiCard
05/09/2025,Rappi cuenta,To 'ARQ',"-1,985,000",COP,"-1,985,000",COP,Transferencia a dolarapp 500.16
05/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"792,379.92",COP,"792,379.92",COP,Pago tarjeta de crédito RappiCard
05/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"58,335",COP,"58,335",COP,Pago tarjeta de crédito RappiCard
05/09/2025,ARQ,From 'Rappi cuenta',"1,985,000",COP,"1,985,000",COP,Transferencia a dolarapp 500.16
06/09/2025,Tarjeta crédito rappi,Restaurante,"-28,300",COP,"-28,300",COP,Frisby tradicional almuerzo
06/09/2025,Tarjeta crédito rappi,Restaurante,"-15,750",COP,"-15,750",COP,Cazuela almuerzo leidy
06/09/2025,Tarjeta crédito rappi,Taxi,"-16,700",COP,"-16,700",COP,
06/09/2025,Tarjeta crédito rappi,Casa,"-72,900",COP,"-72,900",COP,Colchón para cuna de Matías
06/09/2025,Tarjeta crédito rappi,Casa,"-67,000",COP,"-67,000",COP,Raquetas para moscos y paletas Dracula de dollarcity
06/09/2025,Tarjeta crédito rappi,Restaurante,"-17,850",COP,"-17,850",COP,Papas mandingas
07/09/2025,Tarjeta crédito rappi,Taxi,"-17,100",COP,"-17,100",COP,Didi de mi casa a casa leidy
07/09/2025,Tarjeta crédito rappi,Facturas,-615.32,COP,-615.32,COP,Ajuste rappi card 4x1000
09/09/2025,Fiducuenta,Ahorros,"150,206.63",COP,"150,206.63",COP,Subió inversión
09/09/2025,Multinversion,Ahorros,"130,053.45",COP,"130,053.45",COP,Subió inversión
09/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-414,855.32",COP,"-414,855.32",COP,Pago tarjeta de crédito RappiCard
09/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"414,855.32",COP,"414,855.32",COP,Pago tarjeta de crédito RappiCard
10/09/2025,Rappi cuenta,Casa,"-303,377",COP,"-303,377",COP,Factura epm
10/09/2025,Tarjeta crédito rappi,Comida,"-109,609",COP,"-109,609",COP,Cosas para la casa éxito niquia
10/09/2025,Tarjeta crédito rappi,Casa,"-116,101",COP,"-116,101",COP,Claro hogar
10/09/2025,Bancolombia,Facturas,"-7,128.4",COP,"-7,128.4",COP,Cuota manejo tarjeta débito con impuesto 4x1000
11/09/2025,Ualá,Comida,"-185,594",COP,"-185,594",COP,Cosas para la casa mercado or
11/09/2025,Rappi cuenta,To 'Ualá',"-185,594",COP,"-185,594",COP,Transferencia a ualá
11/09/2025,Ualá,From 'Rappi cuenta',"185,594",COP,"185,594",COP,Transferencia a ualá
12/09/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-29,900",COP,"-29,900",COP,Netflix
12/09/2025,Fiducuenta,Ahorros,"58,693.24",COP,"58,693.24",COP,Subió inversión
12/09/2025,Multinversion,Ahorros,"3,106.56",COP,"3,106.56",COP,Subió inversión
12/09/2025,Tarjeta crédito rappi,Restaurante,"-22,000",COP,"-22,000",COP,Hamburguesas rappidogs
13/09/2025,Ualá,Mascotas,"-50,000",COP,"-50,000",COP,Baño Sam
13/09/2025,Cuenta leidy bancolombia prestamos,Casa,"-100,000",COP,"-100,000",COP,Retiro efectivo
13/09/2025,Tarjeta crédito rappi,Restaurante,"-16,850",COP,"-16,850",COP,Almuerzo para leidy
13/09/2025,Tarjeta crédito rappi,Restaurante,"-28,300",COP,"-28,300",COP,Frisby tradicional almuerzo
13/09/2025,Tarjeta crédito rappi,Taxi,"-17,700",COP,"-17,700",COP,Uber de casa leidy a mi casa
13/09/2025,Tarjeta crédito rappi,Cosméticos y belleza,"-88,200",COP,"-88,200",COP,Shampoo y acondicionador leidy CC fabricato
13/09/2025,Tarjeta crédito rappi,Restaurante,"-117,126",COP,"-117,126",COP,Milagros CC fabricato
13/09/2025,Tarjeta crédito rappi,Taxi,"-12,100",COP,"-12,100",COP,Didi de CC fabricato a casa leidy
13/09/2025,Tarjeta crédito rappi,Taxi,"-6,702",COP,"-6,702",COP,Didi de CC fabricato a mi casa
13/09/2025,Rappi cuenta,To 'Ualá',"-50,000",COP,"-50,000",COP,Transferencia a ualá
13/09/2025,Ualá,From 'Rappi cuenta',"50,000",COP,"50,000",COP,Transferencia a ualá
14/09/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-24,500",COP,"-24,500",COP,Spotify
15/09/2025,Ualá,Ropa,"-64,980",COP,"-64,980",COP,Cosas para mi mamá del éxito parque de bello
15/09/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-29,900",COP,"-29,900",COP,HBO Max
15/09/2025,Rappi cuenta,To 'Ualá',"-64,980",COP,"-64,980",COP,Transferencia a ualá
15/09/2025,Ualá,From 'Rappi cuenta',"64,980",COP,"64,980",COP,Transferencia a ualá
16/09/2025,Fiducuenta,Ahorros,"101,557.73",COP,"101,557.73",COP,Subió inversión
16/09/2025,Multinversion,Ahorros,"91,204.03",COP,"91,204.03",COP,Subió inversión
16/09/2025,Rappi cuenta,To 'ARQ',"-1,066,000",COP,"-1,066,000",COP,Transferencia a dolarapp 272.94 euros
16/09/2025,ARQ,From 'Rappi cuenta',"1,066,000",COP,"1,066,000",COP,Transferencia a dolarapp 272.94 euros
18/09/2025,Ualá,Comida,"-114,026",COP,"-114,026",COP,Carne mercado or
18/09/2025,Ualá,Comida,"-1,030,882",COP,"-1,030,882",COP,Mercado OR
18/09/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-36,900",COP,"-36,900",COP,Disney+
18/09/2025,Cuenta leidy bancolombia prestamos,Salud,"-21,100",COP,"-21,100",COP,Copago cita médica leidy
18/09/2025,Rappi cuenta,To 'Ualá',"-114,026",COP,"-114,026",COP,Transferencia a ualá
18/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-618,988",COP,"-618,988",COP,Pago tarjeta de crédito RappiCard
18/09/2025,Rappi cuenta,To 'Ualá',"-1,030,882",COP,"-1,030,882",COP,Transferencia a ualá
18/09/2025,Ualá,From 'Rappi cuenta',"114,026",COP,"114,026",COP,Transferencia a ualá
18/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"618,988",COP,"618,988",COP,Pago tarjeta de crédito RappiCard
18/09/2025,Ualá,From 'Rappi cuenta',"1,030,882",COP,"1,030,882",COP,Transferencia a ualá
19/09/2025,Ualá,Casa,"-59,430",COP,"-59,430",COP,Cosas para la casa éxito bello
19/09/2025,Ualá,Casa,"-122,666",COP,"-122,666",COP,Cosas para la casa éxito bello
19/09/2025,Rappi cuenta,To 'Ualá',"-59,430",COP,"-59,430",COP,Transferencia a ualá
19/09/2025,Rappi cuenta,To 'Ualá',"-122,666",COP,"-122,666",COP,Transferencia a ualá
19/09/2025,Ualá,From 'Rappi cuenta',"59,430",COP,"59,430",COP,Transferencia a ualá
19/09/2025,Ualá,From 'Rappi cuenta',"122,666",COP,"122,666",COP,Transferencia a ualá
20/09/2025,Tarjeta crédito rappi,Taxi,"-15,000",COP,"-15,000",COP,Didi de casa leidy centro médico sura estadio
20/09/2025,Tarjeta crédito rappi,Taxi,"-24,800",COP,"-24,800",COP,Didi de centro medico sura estadio a mi casa
20/09/2025,Tarjeta crédito rappi,Mascotas,"-65,000",COP,"-65,000",COP,Vacuna de la rabia para Sam
20/09/2025,Tarjeta crédito rappi,Casa,"-61,627",COP,"-61,627",COP,Cosas para leidy y zeus mercados or
20/09/2025,Tarjeta crédito rappi,Restaurante,"-23,000",COP,"-23,000",COP,Papas para leidy
20/09/2025,Tarjeta crédito rappi,Restaurante,"-34,390",COP,"-34,390",COP,"Hamburguesas rappidogs para mamá, mamá de leidy y yo"
20/09/2025,Tarjeta crédito rappi,Taxi,"-17,400",COP,"-17,400",COP,Didi de mi casa a casa leidy
21/09/2025,Tarjeta crédito rappi,Restaurante,"-24,675",COP,"-24,675",COP,KFC con nuggets agrandados
22/09/2025,Bancolombia,Casa,"-251,000",COP,"-251,000",COP,Pago abogados proleccol por demanda ante Baru constructor por puertas de seguridad mas impuesto 4x1000
22/09/2025,Tarjeta crédito rappi,Taxi,"-22,303",COP,"-22,303",COP,Uber de mi casa a apartamento papá
22/09/2025,Rappi cuenta,To 'ARQ',"-585,000",COP,"-585,000",COP,Transferencia a dolarapp 151.04 usd
22/09/2025,Rappi cuenta,To 'ARQ',"-1,000,000",COP,"-1,000,000",COP,Transferencia a dolarapp 259.06 usd
22/09/2025,Rappi cuenta,To 'Bancolombia',"-251,000",COP,"-251,000",COP,Transferencia a bancolombia
22/09/2025,ARQ,From 'Rappi cuenta',"585,000",COP,"585,000",COP,Transferencia a dolarapp 151.04 usd
22/09/2025,ARQ,From 'Rappi cuenta',"1,000,000",COP,"1,000,000",COP,Transferencia a dolarapp 259.06 usd
22/09/2025,Bancolombia,From 'Rappi cuenta',"251,000",COP,"251,000",COP,Transferencia a bancolombia
25/09/2025,Ualá,Comida,"-64,760",COP,"-64,760",COP,Cosas para la casa mercado or
25/09/2025,Tarjeta crédito rappi,Restaurante,"-16,900",COP,"-16,900",COP,Frisnacks pequeño
25/09/2025,Rappi cuenta,To 'Ualá',"-64,760",COP,"-64,760",COP,Transferencia a ualá
25/09/2025,Ualá,From 'Rappi cuenta',"64,760",COP,"64,760",COP,Transferencia a ualá
26/09/2025,Fiducuenta,Ahorros,"271,478.08",COP,"271,478.08",COP,Subió inversión
27/09/2025,Tarjeta crédito rappi,Taxi,"-27,940",COP,"-27,940",COP,Didi de mi casa a casa leidy y CC florida
27/09/2025,Cuenta leidy bancolombia prestamos,Cosméticos y belleza,"-63,900",COP,"-63,900",COP,Productos para leidy cabello
27/09/2025,Tarjeta crédito rappi,Entretenimiento,"-22,800",COP,"-22,800",COP,Helados popsy CC florida
27/09/2025,Tarjeta crédito rappi,Cosméticos y belleza,"-42,500",COP,"-42,500",COP,Shampoo mamá CC florida
27/09/2025,Tarjeta crédito rappi,Restaurante,"-114,941",COP,"-114,941",COP,Wajaca CC florida
27/09/2025,Tarjeta crédito rappi,Taxi,"-20,834",COP,"-20,834",COP,Didi de CC florida a casa leidy y mi casa
28/09/2025,Tarjeta crédito rappi,Restaurante,"-15,345",COP,"-15,345",COP,Papas mandingas
29/09/2025,Nequi,Cosméticos y belleza,"-72,000",COP,"-72,000",COP,"Motilado, cabello mamá y uñas"
29/09/2025,Rappi cuenta,To 'Nequi',"-72,000",COP,"-72,000",COP,Transferencia a nequi disponible
29/09/2025,Nequi,From 'Rappi cuenta',"72,000",COP,"72,000",COP,Transferencia a nequi disponible
30/09/2025,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-18,900",COP,"-18,900",COP,Didi Club
30/09/2025,Rappi cuenta,Salario,"16,110,503",COP,"16,110,503",COP,Pago nomina nearsure
30/09/2025,Tarjeta crédito rappi,Celulares,"-41,400",COP,"-41,400",COP,Claro datos celular mamá
30/09/2025,Tarjeta crédito rappi,Celulares,"-39,200",COP,"-39,200",COP,Claro datos celular mío
30/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-586,355",COP,"-586,355",COP,Pago tarjeta de crédito RappiCard
30/09/2025,Rappi cuenta,To 'Tarjeta crédito rappi',"-18,900",COP,"-18,900",COP,Pago tarjeta de crédito RappiCard
30/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"586,355",COP,"586,355",COP,Pago tarjeta de crédito RappiCard
30/09/2025,Tarjeta crédito rappi,From 'Rappi cuenta',"18,900",COP,"18,900",COP,Pago tarjeta de crédito RappiCard
01/10/2025,Fiducuenta,Ahorros,"110,724.6",COP,"110,724.6",COP,Subió inversión
01/10/2025,Multinversion,Ahorros,"220,820.28",COP,"220,820.28",COP,Subió inversión
01/10/2025,Tarjeta crédito rappi,Salud,"-66,700",COP,"-66,700",COP,Emi mamá
01/10/2025,Rappi cuenta,To 'Bold',"-100,000",COP,"-100,000",COP,Transferencia a bold
01/10/2025,Bold,From 'Rappi cuenta',"100,000",COP,"100,000",COP,Transferencia a bold
02/10/2025,Ualá,Comida,"-138,300",COP,"-138,300",COP,Cosas para la casa mercado or
02/10/2025,Bancolombia,Salud,"-130,520",COP,"-130,520",COP,Cita control dientes mamá dentotal mas impuesto 4x1000
02/10/2025,Tarjeta crédito rappi,Restaurante,"-27,900",COP,"-27,900",COP,Frisby tradicional almuerzo
02/10/2025,Ualá,Salud,"-47,700",COP,"-47,700",COP,Cosas de la droguería
02/10/2025,Rappi cuenta,To 'Ualá',"-138,300",COP,"-138,300",COP,Transferencia a ualá
02/10/2025,Rappi cuenta,To 'Bancolombia',"-145,000",COP,"-145,000",COP,Transferencia a bancolombia
02/10/2025,Rappi cuenta,To 'Bold',"-3,973,000",COP,"-3,973,000",COP,Transferencia a bold
02/10/2025,Rappi cuenta,To 'Ualá',"-47,700",COP,"-47,700",COP,Transferencia a ualá
02/10/2025,Ualá,From 'Rappi cuenta',"138,300",COP,"138,300",COP,Transferencia a ualá
02/10/2025,Bancolombia,From 'Rappi cuenta',"145,000",COP,"145,000",COP,Transferencia a bancolombia
02/10/2025,Bold,From 'Rappi cuenta',"3,973,000",COP,"3,973,000",COP,Transferencia a bold
02/10/2025,Ualá,From 'Rappi cuenta',"47,700",COP,"47,700",COP,Transferencia a ualá
03/10/2025,Fiducuenta,Ahorros,"61,744.42",COP,"61,744.42",COP,Subió inversión
03/10/2025,Multinversion,Ahorros,"36,502.62",COP,"36,502.62",COP,Subió inversión
04/10/2025,Tarjeta crédito rappi,Mascotas,"-225,000",COP,"-225,000",COP,Tratamiento Sam y medicamentos por parásitos
04/10/2025,Tarjeta crédito rappi,Casa,"-116,101",COP,"-116,101",COP,Claro hogar
04/10/2025,Tarjeta crédito rappi,Taxi,"-31,493",COP,"-31,493",COP,Didi de veterinaria a casa leidy y clínica prado ciudad del río
04/10/2025,Tarjeta crédito rappi,Restaurante,"-66,976",COP,"-66,976",COP,Panadería con mamá y leidy en clínica prado ciudad del río
04/10/2025,Ualá,Salud,"-36,680",COP,"-36,680",COP,Toallas para leidy por el parto
04/10/2025,Tarjeta crédito rappi,Salud,"-45,902",COP,"-45,902",COP,"Cepillo, crema dental y sodas en clínica del Prado ciudad del río"
04/10/2025,Tarjeta crédito rappi,Taxi,"-23,100",COP,"-23,100",COP,Didi de apartamento papá a mi casa
04/10/2025,Ualá,Salud,"-168,705",COP,"-168,705",COP,Medicamento para bebé de la vecina del tío farley
